id,uuid_a,gene_name_a,ncbi_id_b,uuid_b,gene_name_b,protein_name_b,alt_id_b,detection_method,pmid,analytic_throughput,source,curater_comments,meeting_imex_criteria,high_stringency_interactor
1152,O15294,OGT,Homo sapiens (Human),Q6P1L8,MRPL14,"39S ribosomal protein L14, mitochondrial",refseq:NP_001305696|refseq:NP_001305697|refseq:NP_115487,tandem affinity purification,22883232,High throughput,GUMC,,,
1153,O15294,OGT,Homo sapiens (Human),Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial",refseq:NP_057040|refseq:NP_666499|refseq:NP_666500,tandem affinity purification,22883232,High throughput,GUMC,,,
1154,O15294,OGT,Homo sapiens (Human),Q9H9J2,MRPL44,"39S ribosomal protein L44, mitochondrial",refseq:NP_075066,tandem affinity purification,22883232,High throughput,GUMC,,,
1155,O15294,OGT,Homo sapiens (Human),Q96GC5,MRPL48,"39S ribosomal protein L48, mitochondrial",refseq:NP_001305427|refseq:NP_001305428|refseq:NP_001305429|refseq:NP_057139,tandem affinity purification,22883232,High throughput,GUMC,,,
1156,O15294,OGT,Homo sapiens (Human),Q96EL3,MRPL53,"39S ribosomal protein L53, mitochondrial",refseq:NP_444278,tandem affinity purification,22883232,High throughput,GUMC,,,
1157,O15294,OGT,Homo sapiens (Human),P52701,MSH6,DNA mismatch repair protein Msh6,refseq:NP_000170|refseq:NP_001268421|refseq:NP_001268422|refseq:NP_001268423,tandem affinity purification,22883232,High throughput,GUMC,,,
1158,O15294,OGT,Homo sapiens (Human),O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,refseq:NP_055872,tandem affinity purification,22883232,High throughput,GUMC,,,
1159,O15294,OGT,Homo sapiens (Human),P35749,MYH11,Myosin-11,refseq:NP_001035202|refseq:NP_001035203|refseq:NP_002465|refseq:NP_074035|refseq:XP_016878739,tandem affinity purification,22883232,High throughput,GUMC,,,
1160,O15294,OGT,Homo sapiens (Human),Q7Z406,MYH14,Myosin-14,refseq:NP_001070654|refseq:NP_001139281|refseq:NP_079005|refseq:XP_006723449|refseq:XP_011525625,tandem affinity purification,22883232,High throughput,GUMC,,,
1161,O15294,OGT,Homo sapiens (Human),P35579,MYH9,Myosin-9,refseq:NP_002464|refseq:XP_011528499|refseq:XP_016884292|refseq:XP_016884293|refseq:XP_016884294|refseq:XP_016884295,tandem affinity purification,22883232,High throughput,GUMC,,,
1162,O15294,OGT,Homo sapiens (Human),P60660,MYL6,Myosin light polypeptide 6,refseq:NP_066299|refseq:NP_524147,tandem affinity purification,22883232,High throughput,GUMC,,,
1163,O15294,OGT,Homo sapiens (Human),Q92614,MYO18A,Unconventional myosin-XVIIIa,refseq:NP_001333696|refseq:NP_001333697|refseq:NP_510880|refseq:NP_976063,tandem affinity purification,22883232,High throughput,GUMC,,,
1164,O15294,OGT,Homo sapiens (Human),Q9UM54,MYO6,Unconventional myosin-VI,refseq:NP_001287828|refseq:NP_004990,tandem affinity purification,22883232,High throughput,GUMC,,,
1165,O15294,OGT,Homo sapiens (Human),Q15021,NCAPD2,Condensin complex subunit 1,refseq:NP_055680,tandem affinity purification,22883232,High throughput,GUMC,,,
1166,O15294,OGT,Homo sapiens (Human),P12036,NEFH,Neurofilament heavy polypeptide,refseq:NP_066554,tandem affinity purification,22883232,High throughput,GUMC,,,
1167,O15294,OGT,Homo sapiens (Human),P07197,NEFM,Neurofilament medium polypeptide,refseq:NP_005373,tandem affinity purification,22883232,High throughput,GUMC,,,
1168,O15294,OGT,Homo sapiens (Human),Q0ZGT2,NEXN,Nexilin,refseq:NP_001165780|refseq:NP_653174|refseq:XP_005271380,tandem affinity purification,22883232,High throughput,GUMC,,,
1169,O15294,OGT,Homo sapiens (Human),P55769,SNU13,NHP2-like protein 1,refseq:NP_001003796|refseq:NP_004999,tandem affinity purification,22883232,High throughput,GUMC,,,
1170,O15294,OGT,Homo sapiens (Human),Q8WTT2,NOC3L,Nucleolar complex protein 3 homolog,refseq:NP_071896,tandem affinity purification,22883232,High throughput,GUMC,,,
1171,O15294,OGT,Homo sapiens (Human),Q9Y2X3,NOP58,Nucleolar protein 58,refseq:NP_057018,tandem affinity purification,22883232,High throughput,GUMC,,,
1172,O15294,OGT,Homo sapiens (Human),Q7Z417,NUFIP2,Nuclear fragile X mental retardation-interacting protein 2,refseq:NP_065823,tandem affinity purification,22883232,High throughput,GUMC,,,
1173,O15294,OGT,Homo sapiens (Human),Q5SRE5,NUP188,Nucleoporin NUP188,refseq:NP_056169,tandem affinity purification,22883232,High throughput,GUMC,,,
1174,O15294,OGT,Homo sapiens (Human),Q92621,NUP205,Nuclear pore complex protein Nup205,refseq:NP_001316363|refseq:NP_055950,tandem affinity purification,22883232,High throughput,GUMC,,,
1175,O15294,OGT,Homo sapiens (Human),Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,refseq:NP_079199,tandem affinity purification,22883232,High throughput,GUMC,,,
1176,O15294,OGT,Homo sapiens (Human),P35658,NUP214,Nuclear pore complex protein Nup214,refseq:NP_001305253|refseq:NP_001305254|refseq:NP_005076,tandem affinity purification,22883232,High throughput,GUMC,,,
1177,O15294,OGT,Homo sapiens (Human),Q99567,NUP88,Nuclear pore complex protein Nup88,refseq:NP_001307582|refseq:NP_002523,tandem affinity purification,22883232,High throughput,GUMC,,,
1178,O15294,OGT,Homo sapiens (Human),Q8N1F7,NUP93,Nuclear pore complex protein Nup93,refseq:NP_001229724|refseq:NP_001229725|refseq:NP_055484|refseq:XP_005256320,tandem affinity purification,22883232,High throughput,GUMC,,,
1179,O15294,OGT,Homo sapiens (Human),O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,refseq:NP_858058|refseq:NP_858059|refseq:XP_016885396|refseq:XP_016885397,tandem affinity purification,22883232,High throughput,GUMC,,,
1180,O15294,OGT,Homo sapiens (Human),Q01804,OTUD4,OTU domain-containing protein 4,refseq:NP_001096123|refseq:NP_059963|refseq:XP_005263136,tandem affinity purification,22883232,High throughput,GUMC,,,
1181,O15294,OGT,Homo sapiens (Human),Q13310,PABPC4,Polyadenylate-binding protein 4,refseq:NP_001129125|refseq:NP_001129126|refseq:NP_003810,tandem affinity purification,22883232,High throughput,GUMC,,,
1182,O15294,OGT,Homo sapiens (Human),Q9UKS6,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3,refseq:NP_001171903|refseq:NP_001171904|refseq:NP_057307,tandem affinity purification,22883232,High throughput,GUMC,,,
1183,O15294,OGT,Homo sapiens (Human),Q9NWQ8,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,refseq:NP_060910|refseq:XP_016869129|refseq:XP_016869130|refseq:XP_016869131|refseq:XP_016869132,tandem affinity purification,22883232,High throughput,GUMC,,,
1184,O15294,OGT,Homo sapiens (Human),Q9Y2D5,AKAP2,A-kinase anchor protein 2,refseq:NP_001004065|refseq:NP_001130034|refseq:NP_001185585|refseq:NP_009134|refseq:NP_671492,tandem affinity purification,22883232,High throughput,GUMC,,,
1185,O15294,OGT,Homo sapiens (Human),Q9P2E7,PCDH10,Protocadherin-10,refseq:NP_065866|refseq:NP_116586,tandem affinity purification,22883232,High throughput,GUMC,,,
1186,O15294,OGT,Homo sapiens (Human),Q96HS1,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",refseq:NP_001164014|refseq:NP_612642,tandem affinity purification,22883232,High throughput,GUMC,,,
1187,O15294,OGT,Homo sapiens (Human),P35232,PHB,Prohibitin,refseq:NP_001268425|refseq:NP_001268426|refseq:NP_001268644|refseq:NP_002625|refseq:XP_016880252,tandem affinity purification,22883232,High throughput,GUMC,,,
1188,O15294,OGT,Homo sapiens (Human),O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,refseq:NP_006614,tandem affinity purification,22883232,High throughput,GUMC,,,
1189,O15294,OGT,Homo sapiens (Human),Q86SQ0,PHLDB2,Pleckstrin homology-like domain family B member 2,refseq:NP_001127909|refseq:NP_001127910|refseq:NP_001127911|refseq:NP_665696,tandem affinity purification,22883232,High throughput,GUMC,,,
1190,O15294,OGT,Homo sapiens (Human),P42356,PI4KA,Phosphatidylinositol 4-kinase alpha,refseq:NP_477352,tandem affinity purification,22883232,High throughput,GUMC,,,
1191,O15294,OGT,Homo sapiens (Human),P78337,PITX1,Pituitary homeobox 1,refseq:NP_002644,tandem affinity purification,22883232,High throughput,GUMC,,,
1192,O15294,OGT,Homo sapiens (Human),Q99569,PKP4,Plakophilin-4,refseq:NP_001005476|refseq:NP_001291898|refseq:NP_001291899|refseq:NP_003619|refseq:XP_011510318,tandem affinity purification,22883232,High throughput,GUMC,,,
1193,O15294,OGT,Homo sapiens (Human),Q8N3E9,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",refseq:NP_588614,tandem affinity purification,22883232,High throughput,GUMC,,,
1194,O15294,OGT,Homo sapiens (Human),Q15149,PLEC,Plectin,refseq:NP_000436|refseq:NP_958780|refseq:NP_958781|refseq:NP_958782|refseq:NP_958783|refseq:NP_958784|refseq:NP_958785|refseq:NP_958786,tandem affinity purification,22883232,High throughput,GUMC,,,
1195,O15294,OGT,Homo sapiens (Human),Q9H307,PNN,Pinin,refseq:NP_002678,tandem affinity purification,22883232,High throughput,GUMC,,,
1196,O15294,OGT,Homo sapiens (Human),O15160,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,refseq:NP_001305805|refseq:NP_976035,tandem affinity purification,22883232,High throughput,GUMC,,,
1197,O15294,OGT,Homo sapiens (Human),P24928,POLR2A,DNA-directed RNA polymerase II subunit RPB1,refseq:NP_000928,tandem affinity purification,22883232,High throughput,GUMC,,,
1198,O15294,OGT,Homo sapiens (Human),Q96HA1,POM121,Nuclear envelope pore membrane protein POM 121,refseq:NP_001244119|refseq:NP_742017|refseq:XP_005250783|refseq:XP_006716259|refseq:XP_016868342|refseq:XP_016868343,tandem affinity purification,22883232,High throughput,GUMC,,,
1199,O15294,OGT,Homo sapiens (Human),Q6S8J3,POTEE,POTE ankyrin domain family member E,refseq:NP_001077007|refseq:XP_016859650,tandem affinity purification,22883232,High throughput,GUMC,,,
1200,O15294,OGT,Homo sapiens (Human),P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,refseq:NP_002700|refseq:NP_996759,tandem affinity purification,22883232,High throughput,GUMC,,,
1201,O15294,OGT,Homo sapiens (Human),O14974,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,refseq:NP_001137357|refseq:NP_001137358|refseq:NP_001231919|refseq:NP_001231921|refseq:NP_002471|refseq:XP_011536685,tandem affinity purification,22883232,High throughput,GUMC,,,
1202,O15294,OGT,Homo sapiens (Human),Q9ULJ8,PPP1R9A,Neurabin-1,refseq:NP_001159632|refseq:NP_001159633|refseq:NP_001159634|refseq:NP_001159635|refseq:NP_060120|refseq:XP_016867892|refseq:XP_016867894|refseq:XP_016867895,tandem affinity purification,22883232,High throughput,GUMC,,,
1203,O15294,OGT,Homo sapiens (Human),Q96SB3,PPP1R9B,Neurabin-2,refseq:NP_115984,tandem affinity purification,22883232,High throughput,GUMC,,,
1204,O15294,OGT,Homo sapiens (Human),P32119,PRDX2,Peroxiredoxin-2,refseq:NP_005800,tandem affinity purification,22883232,High throughput,GUMC,,,
1205,O15294,OGT,Homo sapiens (Human),P02810,PRH1,Salivary acidic proline-rich phosphoprotein 1/2,refseq:NP_001103683|refseq:NP_001278243|refseq:NP_001278244,tandem affinity purification,22883232,High throughput,GUMC,,,
1206,O15294,OGT,Homo sapiens (Human),Q9UMS4,PRPF19,Pre-mRNA-processing factor 19,refseq:NP_055317,tandem affinity purification,22883232,High throughput,GUMC,,,
1207,O15294,OGT,Homo sapiens (Human),Q8WWY3,PRPF31,U4/U6 small nuclear ribonucleoprotein Prp31,refseq:NP_056444|refseq:XP_006723200,tandem affinity purification,22883232,High throughput,GUMC,,,
1208,O15294,OGT,Homo sapiens (Human),Q6P2Q9,PRPF8,Pre-mRNA-processing-splicing factor 8,refseq:NP_006436,tandem affinity purification,22883232,High throughput,GUMC,,,
1209,O15294,OGT,Homo sapiens (Human),P25786,PSMA1,Proteasome subunit alpha type-1,refseq:NP_002777|refseq:NP_683877,tandem affinity purification,22883232,High throughput,GUMC,,,
1210,O15294,OGT,Homo sapiens (Human),P28066,PSMA5,Proteasome subunit alpha type-5,refseq:NP_001186701|refseq:NP_001186702|refseq:NP_001186703|refseq:NP_002781,tandem affinity purification,22883232,High throughput,GUMC,,,
1211,O15294,OGT,Homo sapiens (Human),P60900,PSMA6,Proteasome subunit alpha type-6,refseq:NP_001269161|refseq:NP_001269162|refseq:NP_001269163|refseq:NP_002782|refseq:XP_016876957,tandem affinity purification,22883232,High throughput,GUMC,,,
1212,O15294,OGT,Homo sapiens (Human),P49721,PSMB2,Proteasome subunit beta type-2,refseq:NP_002785,tandem affinity purification,22883232,High throughput,GUMC,,,
1213,O15294,OGT,Homo sapiens (Human),P28074,PSMB5,Proteasome subunit beta type-5,refseq:NP_001124197|refseq:NP_001138404|refseq:NP_002788,tandem affinity purification,22883232,High throughput,GUMC,,,
1214,O15294,OGT,Homo sapiens (Human),P28072,PSMB6,Proteasome subunit beta type-6,refseq:NP_002789,tandem affinity purification,22883232,High throughput,GUMC,,,
1215,O15294,OGT,Homo sapiens (Human),Q99436,PSMB7,Proteasome subunit beta type-7,refseq:NP_002790,tandem affinity purification,22883232,High throughput,GUMC,,,
1216,O15294,OGT,Homo sapiens (Human),P35998,PSMC2,26S proteasome regulatory subunit 7,refseq:NP_001191382|refseq:NP_002794,tandem affinity purification,22883232,High throughput,GUMC,,,
1217,O15294,OGT,Homo sapiens (Human),P17980,PSMC3,26S proteasome regulatory subunit 6A,refseq:NP_002795,tandem affinity purification,22883232,High throughput,GUMC,,,
1218,O15294,OGT,Homo sapiens (Human),P62195,PSMC5,26S proteasome regulatory subunit 8,refseq:NP_001186092|refseq:NP_002796,tandem affinity purification,22883232,High throughput,GUMC,,,
1219,O15294,OGT,Homo sapiens (Human),Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,refseq:NP_001265637|refseq:NP_001265638|refseq:NP_002799,tandem affinity purification,22883232,High throughput,GUMC,,,
1220,O15294,OGT,Homo sapiens (Human),O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,refseq:NP_002800,tandem affinity purification,22883232,High throughput,GUMC,,,
1221,O15294,OGT,Homo sapiens (Human),Q8WXF1,PSPC1,Paraspeckle component 1,refseq:NP_001035879|refseq:XP_006719907|refseq:XP_016876139,tandem affinity purification,22883232,High throughput,GUMC,,,
1222,O15294,OGT,Homo sapiens (Human),P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,refseq:NP_001265547|refseq:NP_002818,tandem affinity purification,22883232,High throughput,GUMC,,,
1223,O15294,OGT,Homo sapiens (Human),Q12923,PTPN13,Tyrosine-protein phosphatase non-receptor type 13,refseq:NP_006255|refseq:NP_542414|refseq:NP_542415|refseq:NP_542416,tandem affinity purification,22883232,High throughput,GUMC,,,
1224,O15294,OGT,Homo sapiens (Human),Q2KHR3,QSER1,Glutamine and serine-rich protein 1,refseq:NP_001070254,tandem affinity purification,22883232,High throughput,GUMC,,,
1225,O15294,OGT,Homo sapiens (Human),O00391,QSOX1,Sulfhydryl oxidase 1,refseq:NP_001004128|refseq:NP_002817,tandem affinity purification,22883232,High throughput,GUMC,,,
1226,O15294,OGT,Homo sapiens (Human),P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,refseq:NP_008839|refseq:NP_061485,tandem affinity purification,22883232,High throughput,GUMC,,,
1227,O15294,OGT,Homo sapiens (Human),P62826,RAN,GTP-binding nuclear protein Ran,refseq:NP_001287725|refseq:NP_001287726|refseq:NP_006316,tandem affinity purification,22883232,High throughput,GUMC,,,
1228,O15294,OGT,Homo sapiens (Human),P49792,RANBP2,E3 SUMO-protein ligase RanBP2,refseq:NP_006258,tandem affinity purification,22883232,High throughput,GUMC,,,
1229,O15294,OGT,Homo sapiens (Human),P46060,RANGAP1,Ran GTPase-activating protein 1,refseq:NP_001265580|refseq:NP_001304859|refseq:NP_002874|refseq:XP_006724352|refseq:XP_011528596|refseq:XP_011528597|refseq:XP_016884382|refseq:XP_016884383|refseq:XP_016884384|refseq:XP_016884385|refseq:XP_016884386,tandem affinity purification,22883232,High throughput,GUMC,,,
1230,O15294,OGT,Homo sapiens (Human),P54136,RARS1,"Arginine--tRNA ligase, cytoplasmic",refseq:NP_002878,tandem affinity purification,22883232,High throughput,GUMC,,,
1231,O15294,OGT,Homo sapiens (Human),Q09028,RBBP4,Histone-binding protein RBBP4,refseq:NP_001128727|refseq:NP_001128728|refseq:NP_005601,tandem affinity purification,22883232,High throughput,GUMC,,,
1232,O15294,OGT,Homo sapiens (Human),Q15291,RBBP5,Retinoblastoma-binding protein 5,refseq:NP_001180201|refseq:NP_001180202|refseq:NP_005048,tandem affinity purification,22883232,High throughput,GUMC,,,
1233,O15294,OGT,Homo sapiens (Human),Q16576,RBBP7,Histone-binding protein RBBP7,refseq:NP_001185648|refseq:NP_002884,tandem affinity purification,22883232,High throughput,GUMC,,,
1234,O15294,OGT,Homo sapiens (Human),Q14498,RBM39,RNA-binding protein 39,refseq:NP_001229528|refseq:NP_001229529|refseq:NP_004893|refseq:NP_909122,tandem affinity purification,22883232,High throughput,GUMC,,,
1235,O15294,OGT,Homo sapiens (Human),O43251,RBFOX2,RNA binding protein fox-1 homolog 2,refseq:NP_001026865|refseq:NP_001076045|refseq:NP_001076046|refseq:NP_001076047|refseq:NP_055124|refseq:XP_005261494,tandem affinity purification,22883232,High throughput,GUMC,,,
1236,O15294,OGT,Homo sapiens (Human),P38159,RBMX,"RNA-binding motif protein, X chromosome",refseq:NP_001158275|refseq:NP_002130,tandem affinity purification,22883232,High throughput,GUMC,,,
1237,O15294,OGT,Homo sapiens (Human),Q14257,RCN2,Reticulocalbin-2,refseq:NP_001258766|refseq:NP_002893,tandem affinity purification,22883232,High throughput,GUMC,,,
1238,O15294,OGT,Homo sapiens (Human),Q14699,RFTN1,Raftlin,refseq:NP_055965|refseq:XP_005265042|refseq:XP_005265043|refseq:XP_006713132|refseq:XP_011531832,tandem affinity purification,22883232,High throughput,GUMC,,,
1239,O15294,OGT,Homo sapiens (Human),O75695,RP2,Protein XRP2,refseq:NP_008846,tandem affinity purification,22883232,High throughput,GUMC,,,
1240,O15294,OGT,Homo sapiens (Human),P27635,RPL10,60S ribosomal protein L10,refseq:NP_001243506|refseq:NP_001243509|refseq:NP_001290553|refseq:NP_001290554|refseq:NP_001290555|refseq:NP_006004,tandem affinity purification,22883232,High throughput,GUMC,,,
1241,O15294,OGT,Homo sapiens (Human),P30050,RPL12,60S ribosomal protein L12,refseq:NP_000967,tandem affinity purification,22883232,High throughput,GUMC,,,
1242,O15294,OGT,Homo sapiens (Human),Q07020,RPL18,60S ribosomal protein L18,refseq:NP_000970|refseq:NP_001257419,tandem affinity purification,22883232,High throughput,GUMC,,,
1243,O15294,OGT,Homo sapiens (Human),Q6P5R6,RPL22L1,60S ribosomal protein L22-like 1,refseq:NP_001093115,tandem affinity purification,22883232,High throughput,GUMC,,,
1244,O15294,OGT,Homo sapiens (Human),P62750,RPL23A,60S ribosomal protein L23a,refseq:NP_000975,tandem affinity purification,22883232,High throughput,GUMC,,,
1245,O15294,OGT,Homo sapiens (Human),P46779,RPL28,60S ribosomal protein L28,refseq:NP_000982|refseq:NP_001129606|refseq:NP_001129607|refseq:NP_001129608|refseq:NP_001129609,tandem affinity purification,22883232,High throughput,GUMC,,,
1246,O15294,OGT,Homo sapiens (Human),P39023,RPL3,60S ribosomal protein L3,refseq:NP_000958,tandem affinity purification,22883232,High throughput,GUMC,,,
1247,O15294,OGT,Homo sapiens (Human),P62888,RPL30,60S ribosomal protein L30,refseq:NP_000980,tandem affinity purification,22883232,High throughput,GUMC,,,
1248,O15294,OGT,Homo sapiens (Human),P49207,RPL34,60S ribosomal protein L34,refseq:NP_000986|refseq:NP_001306161|refseq:NP_001306163|refseq:NP_001306164|refseq:NP_001306165|refseq:NP_296374,tandem affinity purification,22883232,High throughput,GUMC,,,
1249,O15294,OGT,Homo sapiens (Human),P42766,RPL35,60S ribosomal protein L35,refseq:NP_009140,tandem affinity purification,22883232,High throughput,GUMC,,,
1250,O15294,OGT,Homo sapiens (Human),P18077,RPL35A,60S ribosomal protein L35a,refseq:NP_000987|refseq:NP_001303240,tandem affinity purification,22883232,High throughput,GUMC,,,
1251,O15294,OGT,Homo sapiens (Human),P36578,RPL4,60S ribosomal protein L4,refseq:NP_000959,tandem affinity purification,22883232,High throughput,GUMC,,,
1252,O15294,OGT,Homo sapiens (Human),P46777,RPL5,60S ribosomal protein L5,refseq:NP_000960,tandem affinity purification,22883232,High throughput,GUMC,,,
1253,O15294,OGT,Homo sapiens (Human),Q02878,RPL6,60S ribosomal protein L6,refseq:NP_000961|refseq:NP_001019833|refseq:NP_001307066|refseq:NP_001307067|refseq:NP_001307068|refseq:NP_001307069|refseq:NP_001307070|refseq:XP_016875270|refseq:XP_016875271,tandem affinity purification,22883232,High throughput,GUMC,,,
1254,O15294,OGT,Homo sapiens (Human),P18124,RPL7,60S ribosomal protein L7,refseq:NP_000962,tandem affinity purification,22883232,High throughput,GUMC,,,
1255,O15294,OGT,Homo sapiens (Human),P62424,RPL7A,60S ribosomal protein L7a,refseq:NP_000963,tandem affinity purification,22883232,High throughput,GUMC,,,
1256,O15294,OGT,Homo sapiens (Human),P62917,RPL8,60S ribosomal protein L8,refseq:NP_000964|refseq:NP_001304700|refseq:NP_001304711|refseq:NP_150644,tandem affinity purification,22883232,High throughput,GUMC,,,
1257,O15294,OGT,Homo sapiens (Human),P05388,RPLP0,60S acidic ribosomal protein P0,refseq:NP_000993|refseq:NP_444505,tandem affinity purification,22883232,High throughput,GUMC,,,
1258,O15294,OGT,Homo sapiens (Human),P62263,RPS14,40S ribosomal protein S14,refseq:NP_001020241|refseq:NP_001020242|refseq:NP_005608,tandem affinity purification,22883232,High throughput,GUMC,,,
1259,O15294,OGT,Homo sapiens (Human),P08708,RPS17,40S ribosomal protein S17,refseq:NP_001012,tandem affinity purification,22883232,High throughput,GUMC,,,
1260,O15294,OGT,Homo sapiens (Human),P62266,RPS23,40S ribosomal protein S23,refseq:NP_001016,tandem affinity purification,22883232,High throughput,GUMC,,,
1261,O15294,OGT,Homo sapiens (Human),P62851,RPS25,40S ribosomal protein S25,refseq:NP_001019,tandem affinity purification,22883232,High throughput,GUMC,,,
1262,O15294,OGT,Homo sapiens (Human),P42677,RPS27,40S ribosomal protein S27,refseq:NP_001021,tandem affinity purification,22883232,High throughput,GUMC,,,
1263,O15294,OGT,Homo sapiens (Human),P23396,RPS3,40S ribosomal protein S3,refseq:NP_000996|refseq:NP_001243731|refseq:NP_001247435|refseq:NP_001247436,tandem affinity purification,22883232,High throughput,GUMC,,,
1264,O15294,OGT,Homo sapiens (Human),P61247,RPS3A,40S ribosomal protein S3a,refseq:NP_000997,tandem affinity purification,22883232,High throughput,GUMC,,,
1265,O15294,OGT,Homo sapiens (Human),P62701,RPS4X,"40S ribosomal protein S4, X isoform",refseq:NP_000998,tandem affinity purification,22883232,High throughput,GUMC,,,
1266,O15294,OGT,Homo sapiens (Human),P62753,RPS6,40S ribosomal protein S6,refseq:NP_001001,tandem affinity purification,22883232,High throughput,GUMC,,,
1267,O15294,OGT,Homo sapiens (Human),P62241,RPS8,40S ribosomal protein S8,refseq:NP_001003,tandem affinity purification,22883232,High throughput,GUMC,,,
1268,O15294,OGT,Homo sapiens (Human),P46781,RPS9,40S ribosomal protein S9,refseq:NP_001004|refseq:NP_001308630|refseq:NP_001308631|refseq:NP_001308633,tandem affinity purification,22883232,High throughput,GUMC,,,
1269,O15294,OGT,Homo sapiens (Human),P62070,RRAS2,Ras-related protein R-Ras2,refseq:NP_001096139|refseq:NP_001170785|refseq:NP_001170786|refseq:NP_036382,tandem affinity purification,22883232,High throughput,GUMC,,,
1270,O15294,OGT,Homo sapiens (Human),O76021,RSL1D1,Ribosomal L1 domain-containing protein 1,refseq:NP_056474,tandem affinity purification,22883232,High throughput,GUMC,,,
1271,O15294,OGT,Homo sapiens (Human),Q9Y265,RUVBL1,RuvB-like 1,refseq:NP_001306013|refseq:NP_003698,tandem affinity purification,22883232,High throughput,GUMC,,,
1272,O15294,OGT,Homo sapiens (Human),Q9Y230,RUVBL2,RuvB-like 2,refseq:NP_001308120|refseq:NP_006657|refseq:XP_011524632,tandem affinity purification,22883232,High throughput,GUMC,,,
1273,O15294,OGT,Homo sapiens (Human),O43290,SART1,U4/U6.U5 tri-snRNP-associated protein 1,refseq:NP_005137,tandem affinity purification,22883232,High throughput,GUMC,,,
1274,O15294,OGT,Homo sapiens (Human),Q14160,SCRIB,Protein scribble homolog,refseq:NP_056171|refseq:NP_874365,tandem affinity purification,22883232,High throughput,GUMC,,,
1275,O15294,OGT,Homo sapiens (Human),O15027,SEC16A,Protein transport protein Sec16A,refseq:NP_001263347|refseq:NP_055681|refseq:XP_005266191|refseq:XP_011517548|refseq:XP_011517549|refseq:XP_011517550|refseq:XP_011517554|refseq:XP_011517557|refseq:XP_011517559|refseq:XP_011517561|refseq:XP_011517562,tandem affinity purification,22883232,High throughput,GUMC,,,
1276,O15294,OGT,Homo sapiens (Human),Q9NVA2,SEPTIN11,Septin-11,refseq:NP_001293076|refseq:NP_060713|refseq:XP_016863889,tandem affinity purification,22883232,High throughput,GUMC,,,
1277,O15294,OGT,Homo sapiens (Human),Q14141,SEPTIN6,Septin-6,refseq:NP_055944|refseq:NP_665798|refseq:NP_665799|refseq:NP_665801|refseq:XP_006724813,tandem affinity purification,22883232,High throughput,GUMC,,,
1278,O15294,OGT,Homo sapiens (Human),Q8NC51,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,refseq:NP_001018077|refseq:NP_001018078|refseq:NP_001018079|refseq:NP_056455,tandem affinity purification,22883232,High throughput,GUMC,,,
1279,O15294,OGT,Homo sapiens (Human),O15047,SETD1A,Histone-lysine N-methyltransferase SETD1A,refseq:NP_055527|refseq:XP_005255780|refseq:XP_006721169|refseq:XP_016879398,tandem affinity purification,22883232,High throughput,GUMC,,,
1280,O15294,OGT,Homo sapiens (Human),Q12874,SF3A3,Splicing factor 3A subunit 3,refseq:NP_006793,tandem affinity purification,22883232,High throughput,GUMC,,,
1281,O15294,OGT,Homo sapiens (Human),Q01130,SRSF2,Serine/arginine-rich splicing factor 2,refseq:NP_001182356|refseq:NP_003007|refseq:XP_016880431,tandem affinity purification,22883232,High throughput,GUMC,,,
1282,O15294,OGT,Homo sapiens (Human),Q9BRL6,SRSF8,Serine/arginine-rich splicing factor 8,refseq:NP_115285|refseq:XP_016872631,tandem affinity purification,22883232,High throughput,GUMC,,,
1283,O15294,OGT,Homo sapiens (Human),Q9HCC1,,Single chain Fv,,tandem affinity purification,22883232,High throughput,GUMC,,,
