id,uuid_a,gene_name_a,ncbi_id_b,uuid_b,gene_name_b,protein_name_b,alt_id_b,detection_method,pmid,analytic_throughput,source,curater_comments,meeting_imex_criteria,high_stringency_interactor
1937,O15294,OGT,Homo sapiens (Human),F5H5Y3,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1938,O15294,OGT,Homo sapiens (Human),B1AJY5,PSMD10,26S proteasome non-ATPase regulatory subunit 10,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1939,O15294,OGT,Homo sapiens (Human),Q6UB35,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",refseq:NP_001229696|refseq:NP_001229697|refseq:NP_001229698|refseq:NP_056255,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1940,O15294,OGT,Homo sapiens (Human),Q9H444,CHMP4B,Charged multivesicular body protein 4b,refseq:NP_789782,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1941,O15294,OGT,Homo sapiens (Human),Q7Z3K3,POGZ,Pogo transposable element with ZNF domain,refseq:NP_001181866|refseq:NP_001181867|refseq:NP_055915|refseq:NP_665739|refseq:NP_997054|refseq:XP_005245056|refseq:XP_005245057|refseq:XP_005245058|refseq:XP_005245062|refseq:XP_005245063|refseq:XP_016856234|refseq:XP_016856235|refseq:XP_016856237|refseq:XP_016856238,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1942,O15294,OGT,Homo sapiens (Human),Q9Y676,MRPS18B,"28S ribosomal protein S18b, mitochondrial",refseq:NP_054765,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1943,O15294,OGT,Homo sapiens (Human),P49207,RPL34,60S ribosomal protein L34,refseq:NP_000986|refseq:NP_001306161|refseq:NP_001306163|refseq:NP_001306164|refseq:NP_001306165|refseq:NP_296374,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1944,O15294,OGT,Homo sapiens (Human),Q06787,FMR1,Synaptic functional regulator FMR1,refseq:NP_001172004|refseq:NP_001172005|refseq:NP_001172010|refseq:NP_001172011|refseq:NP_002015,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1945,O15294,OGT,Homo sapiens (Human),Q8N9T8,KRI1,Protein KRI1 homolog,refseq:NP_075384,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1946,O15294,OGT,Homo sapiens (Human),F8VXD2,CDK4,Cyclin-dependent kinase 4,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1947,O15294,OGT,Homo sapiens (Human),O95983,MBD3,Methyl-CpG-binding domain protein 3,refseq:NP_001268382|refseq:NP_001268383,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1948,O15294,OGT,Homo sapiens (Human),Q9Y4I1,MYO5A,Unconventional myosin-Va,refseq:NP_000250|refseq:XP_005254454,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1949,O15294,OGT,Homo sapiens (Human),E7EQY4,MTA3,Metastasis-associated protein MTA3,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1950,O15294,OGT,Homo sapiens (Human),Q00325,SLC25A3,"Phosphate carrier protein, mitochondrial",refseq:NP_002626|refseq:NP_005879|refseq:NP_998776,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1951,O15294,OGT,Homo sapiens (Human),Q96B26,EXOSC8,Exosome complex component RRP43,refseq:NP_852480,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1952,O15294,OGT,Homo sapiens (Human),F8VYE8,PPP1CC,Serine/threonine-protein phosphatase,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1953,O15294,OGT,Homo sapiens (Human),H7C561,SF1,Splicing factor 1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1954,O15294,OGT,Homo sapiens (Human),Q9NS91,RAD18,E3 ubiquitin-protein ligase RAD18,refseq:NP_064550,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1955,O15294,OGT,Homo sapiens (Human),G5EA52,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1956,O15294,OGT,Homo sapiens (Human),M0R0F0,RPS5,40S ribosomal protein S5,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1957,O15294,OGT,Homo sapiens (Human),Q14978,NOLC1,Nucleolar and coiled-body phosphoprotein 1,refseq:NP_001271317|refseq:NP_001271318|refseq:NP_004732,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1958,O15294,OGT,Homo sapiens (Human),Q14008,CKAP5,Cytoskeleton-associated protein 5,refseq:NP_001008938|refseq:NP_055571,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1959,O15294,OGT,Homo sapiens (Human),Q9Y3B9,RRP15,RRP15-like protein,refseq:NP_057136,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1960,O15294,OGT,Homo sapiens (Human),Q12792,TWF1,Twinfilin-1,refseq:NP_001229326|refseq:NP_002813,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1961,O15294,OGT,Homo sapiens (Human),Q4G0J3,LARP7,La-related protein 7,refseq:NP_001253968|refseq:NP_056269|refseq:NP_057732,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1962,O15294,OGT,Homo sapiens (Human),Q02878,RPL6,60S ribosomal protein L6,refseq:NP_000961|refseq:NP_001019833|refseq:NP_001307066|refseq:NP_001307067|refseq:NP_001307068|refseq:NP_001307069|refseq:NP_001307070|refseq:XP_016875270|refseq:XP_016875271,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1963,O15294,OGT,Homo sapiens (Human),P53350,PLK1,Serine/threonine-protein kinase PLK1,refseq:NP_005021,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1964,O15294,OGT,Homo sapiens (Human),Q15274,QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating],refseq:NP_001305178|refseq:NP_001305179|refseq:NP_055113,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1965,O15294,OGT,Homo sapiens (Human),Q9NQS7,INCENP,Inner centromere protein,refseq:NP_001035784|refseq:NP_064623,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1966,O15294,OGT,Homo sapiens (Human),P39019,RPS19,40S ribosomal protein S19,refseq:NP_001013|refseq:NP_001308412|refseq:NP_001308413,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1967,O15294,OGT,Homo sapiens (Human),J3QSV6,RSL1D1,Ribosomal L1 domain-containing protein 1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1968,O15294,OGT,Homo sapiens (Human),F5H6M0,CPSF7,Cleavage and polyadenylation-specificity factor subunit 7,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1969,O15294,OGT,Homo sapiens (Human),O75477,ERLIN1,Erlin-1,refseq:NP_001094096|refseq:NP_001334786|refseq:NP_001334788|refseq:NP_001334789|refseq:NP_001334790|refseq:NP_006450,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1970,O15294,OGT,Homo sapiens (Human),I3L2C7,GEMIN4,Gem-associated protein 4,refseq:XP_005256727|refseq:XP_011522214|refseq:XP_011522215,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1971,O15294,OGT,Homo sapiens (Human),Q9Y657,SPIN1,Spindlin-1,refseq:NP_006708,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1972,O15294,OGT,Homo sapiens (Human),Q96PU8,QKI,Protein quaking,refseq:NP_001288014|refseq:NP_006766|refseq:NP_996735|refseq:NP_996736|refseq:NP_996737|refseq:XP_011534561,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1973,O15294,OGT,Homo sapiens (Human),Q8N3C0,ASCC3,Activating signal cointegrator 1 complex subunit 3,refseq:NP_001271200|refseq:NP_006819|refseq:NP_071374,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1974,O15294,OGT,Homo sapiens (Human),Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",refseq:NP_001258978|refseq:NP_057376,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1975,O15294,OGT,Homo sapiens (Human),P05198,EIF2S1,Eukaryotic translation initiation factor 2 subunit 1,refseq:NP_004085,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1976,O15294,OGT,Homo sapiens (Human),O75083,WDR1,WD repeat-containing protein 1,refseq:NP_005103|refseq:NP_059830,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1977,O15294,OGT,Homo sapiens (Human),P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,refseq:NP_001287910|refseq:NP_066953,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1978,O15294,OGT,Homo sapiens (Human),P49406,MRPL19,"39S ribosomal protein L19, mitochondrial",refseq:NP_055578,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1979,O15294,OGT,Homo sapiens (Human),Q5VZL5,ZMYM4,Zinc finger MYM-type protein 4,refseq:NP_005086|refseq:XP_005271388|refseq:XP_011540725|refseq:XP_011540727|refseq:XP_016858292|refseq:XP_016858293,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1980,O15294,OGT,Homo sapiens (Human),P27816,MAP4,Microtubule-associated protein 4,refseq:NP_001127836|refseq:NP_002366|refseq:NP_112147,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1981,O15294,OGT,Homo sapiens (Human),Q14527,HLTF,Helicase-like transcription factor,refseq:NP_001305863|refseq:NP_001305864|refseq:NP_003062|refseq:NP_620636|refseq:XP_016862568,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1982,O15294,OGT,Homo sapiens (Human),Q9BYD6,MRPL1,"39S ribosomal protein L1, mitochondrial",refseq:NP_064621|refseq:XP_011530500|refseq:XP_011530501,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1983,O15294,OGT,Homo sapiens (Human),Q9Y3A2,UTP11,Probable U3 small nucleolar RNA-associated protein 11,refseq:NP_057121,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1984,O15294,OGT,Homo sapiens (Human),Q5UIP0,RIF1,Telomere-associated protein RIF1,refseq:NP_001171134|refseq:NP_001171135|refseq:NP_001171136|refseq:NP_060621|refseq:XP_005246722,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1985,O15294,OGT,Homo sapiens (Human),P50750,CDK9,Cyclin-dependent kinase 9,refseq:NP_001252,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1986,O15294,OGT,Homo sapiens (Human),P20226,TBP,TATA-box-binding protein,refseq:NP_001165556|refseq:NP_003185,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1987,O15294,OGT,Homo sapiens (Human),O76094,SRP72,Signal recognition particle subunit SRP72,refseq:NP_001254651|refseq:NP_008878,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1988,O15294,OGT,Homo sapiens (Human),P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,refseq:NP_005207,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1989,O15294,OGT,Homo sapiens (Human),P08243,ASNS,Asparagine synthetase [glutamine-hydrolyzing],refseq:NP_001171546|refseq:NP_001171547|refseq:NP_001171548|refseq:NP_001664|refseq:NP_597680|refseq:NP_899199,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1990,O15294,OGT,Homo sapiens (Human),P00338,LDHA,L-lactate dehydrogenase A chain,refseq:NP_001128711|refseq:NP_001158886|refseq:NP_001158887|refseq:NP_001158888|refseq:NP_005557,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1991,O15294,OGT,Homo sapiens (Human),E7EN32,MEN1,Menin,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1992,O15294,OGT,Homo sapiens (Human),P61964,WDR5,WD repeat-containing protein 5,refseq:NP_060058|refseq:NP_438172|refseq:XP_005272220,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1993,O15294,OGT,Homo sapiens (Human),O75461,E2F6,Transcription factor E2F6,refseq:NP_001265204|refseq:NP_001265205|refseq:NP_001265206|refseq:NP_001265207|refseq:NP_937987,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1994,O15294,OGT,Homo sapiens (Human),E9PDE8,HSPA4L,Heat shock 70 kDa protein 4L,refseq:NP_001304311,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1995,O15294,OGT,Homo sapiens (Human),P04844,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,refseq:NP_001129243|refseq:NP_001311228|refseq:NP_001311230|refseq:NP_001311231|refseq:NP_001311232|refseq:NP_001311233|refseq:NP_001311234|refseq:NP_001311235|refseq:NP_002942,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1996,O15294,OGT,Homo sapiens (Human),P62070,RRAS2,Ras-related protein R-Ras2,refseq:NP_001096139|refseq:NP_001170785|refseq:NP_001170786|refseq:NP_036382,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1997,O15294,OGT,Homo sapiens (Human),P84103,SRSF3,Serine/arginine-rich splicing factor 3,refseq:NP_003008,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1998,O15294,OGT,Homo sapiens (Human),B5MCF9,PES1,Pescadillo homolog,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1999,O15294,OGT,Homo sapiens (Human),P62750,RPL23A,60S ribosomal protein L23a,refseq:NP_000975,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2000,O15294,OGT,Homo sapiens (Human),Q9Y383,LUC7L2,Putative RNA-binding protein Luc7-like 2,refseq:NP_001231514|refseq:NP_001257572|refseq:NP_057103,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2001,O15294,OGT,Homo sapiens (Human),F8VZ44,AAAS,Aladin,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2002,O15294,OGT,Homo sapiens (Human),P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",refseq:NP_000275|refseq:NP_001166925|refseq:NP_001166926|refseq:NP_001166927,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2003,O15294,OGT,Homo sapiens (Human),B9ZVN9,POLR1A,DNA-directed RNA polymerase subunit,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2004,O15294,OGT,Homo sapiens (Human),P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",refseq:NP_000010,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2005,O15294,OGT,Homo sapiens (Human),Q9BUQ8,DDX23,Probable ATP-dependent RNA helicase DDX23,refseq:NP_004809,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2006,O15294,OGT,Homo sapiens (Human),Q6UN15,FIP1L1,Pre-mRNA 3'-end-processing factor FIP1,refseq:NP_001128409|refseq:NP_001128410|refseq:NP_112179,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2007,O15294,OGT,Homo sapiens (Human),Q8IZH2,XRN1,5'-3' exoribonuclease 1,refseq:NP_001269786|refseq:NP_001269788|refseq:NP_061874,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2008,O15294,OGT,Homo sapiens (Human),Q96I24,FUBP3,Far upstream element-binding protein 3,refseq:NP_003925,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2009,O15294,OGT,Homo sapiens (Human),E9PEQ6,PPIE,Peptidyl-prolyl cis-trans isomerase,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2010,O15294,OGT,Homo sapiens (Human),Q9NVV4,MTPAP,"Poly(A) RNA polymerase, mitochondrial",refseq:NP_060579,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2011,O15294,OGT,Homo sapiens (Human),Q5JXI8,FHL1,Four and a half LIM domains protein 1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2012,O15294,OGT,Homo sapiens (Human),Q86UK7,ZNF598,E3 ubiquitin-protein ligase ZNF598,refseq:NP_835461,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2013,O15294,OGT,Homo sapiens (Human),Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,refseq:NP_055568|refseq:XP_005271903|refseq:XP_011538704,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2014,O15294,OGT,Homo sapiens (Human),O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,refseq:NP_001132989|refseq:NP_001132990|refseq:NP_003681,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2015,O15294,OGT,Homo sapiens (Human),B4DXZ6,FXR1,Fragile X mental retardation syndrome-related protein 1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2016,O15294,OGT,Homo sapiens (Human),P04075,ALDOA,Fructose-bisphosphate aldolase A,refseq:NP_000025|refseq:NP_001121089|refseq:NP_001230106|refseq:NP_908930|refseq:NP_908932|refseq:XP_011544070,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2017,O15294,OGT,Homo sapiens (Human),Q99613,EIF3C,Eukaryotic translation initiation factor 3 subunit C,refseq:NP_001032897|refseq:NP_001186071|refseq:NP_001254503|refseq:NP_001273407|refseq:NP_003743,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2018,O15294,OGT,Homo sapiens (Human),P00492,HPRT1,Hypoxanthine-guanine phosphoribosyltransferase,refseq:NP_000185,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2019,O15294,OGT,Homo sapiens (Human),Q6N021,TET2,Methylcytosine dioxygenase TET2,refseq:NP_001120680|refseq:NP_060098|refseq:XP_005263139,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2020,O15294,OGT,Homo sapiens (Human),P60866,RPS20,40S ribosomal protein S20,refseq:NP_001014|refseq:NP_001139699,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2021,O15294,OGT,Homo sapiens (Human),A2IDA3,MPG,3-methyladenine DNA glycosidase,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2022,O15294,OGT,Homo sapiens (Human),Q96GM8,TOE1,Target of EGR1 protein 1,refseq:NP_079353,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2023,O15294,OGT,Homo sapiens (Human),P06733,ENO1,Alpha-enolase,refseq:NP_001188412|refseq:NP_001419,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2024,O15294,OGT,Homo sapiens (Human),P26640,VARS1,Valine--tRNA ligase,refseq:NP_006286,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2025,O15294,OGT,Homo sapiens (Human),F5H1F7,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2026,O15294,OGT,Homo sapiens (Human),H3BRL9,NTHL1,Endonuclease III-like protein 1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2027,O15294,OGT,Homo sapiens (Human),Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G,refseq:NP_004783|refseq:XP_005247023|refseq:XP_005247024,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2028,O15294,OGT,Homo sapiens (Human),F8WAK8,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2029,O15294,OGT,Homo sapiens (Human),Q16643,DBN1,Drebrin,refseq:NP_004386|refseq:NP_543157|refseq:XP_005265884|refseq:XP_016864629,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2030,O15294,OGT,Homo sapiens (Human),H0YDD4,DLAT,Acetyltransferase component of pyruvate dehydrogenase complex,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2031,O15294,OGT,Homo sapiens (Human),D6RIY6,EXOSC9,Exosome complex component RRP45,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2032,O15294,OGT,Homo sapiens (Human),Q01804,OTUD4,OTU domain-containing protein 4,refseq:NP_001096123|refseq:NP_059963|refseq:XP_005263136,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2033,O15294,OGT,Homo sapiens (Human),P13489,RNH1,Ribonuclease inhibitor,refseq:NP_002930|refseq:NP_976317|refseq:NP_976318|refseq:NP_976319|refseq:NP_976320|refseq:NP_976321|refseq:NP_976322|refseq:NP_976323|refseq:XP_011518557|refseq:XP_011518559|refseq:XP_011518560|refseq:XP_011518561|refseq:XP_011518562|refseq:XP_011518563|refseq:XP_011518564|refseq:XP_011518565|refseq:XP_016873595,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2034,O15294,OGT,Homo sapiens (Human),K7EPS6,HDGFL2,Hepatoma-derived growth factor-related protein 2,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2035,O15294,OGT,Homo sapiens (Human),O95235,KIF20A,Kinesin-like protein KIF20A,refseq:NP_005724,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2036,O15294,OGT,Homo sapiens (Human),J3QT28,BUB3,Mitotic checkpoint protein BUB3,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2037,O15294,OGT,Homo sapiens (Human),Q9BWF3,RBM4,RNA-binding protein 4,refseq:NP_001185772|refseq:NP_001185773|refseq:NP_002887,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2038,O15294,OGT,Homo sapiens (Human),Q69YN4,VIRMA,Protein virilizer homolog,refseq:NP_056311|refseq:NP_892121,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2039,O15294,OGT,Homo sapiens (Human),P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,refseq:NP_004588|refseq:NP_808210,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
2040,O15294,OGT,Homo sapiens (Human),P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic",refseq:NP_001596,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
